HIP,Vmag,Plx,e_Plx,B-V
73163,7.67,11.66,0.7,0.72
73165,4.47,35.83,0.91,0.318
73173,8.86,11.16,1.35,0.542
73178,7.32,12.69,0.78,0.687
73181,7.95,13.34,1.12,0.553
73183,10.59,28.2,1.23,1.555
73184,5.72,169.32,1.67,1.024
73193,5.51,11.06,0.87,1.131
73194,11.43,38.48,4.72,1.408
73208,7.53,11.37,1.14,0.561
73220,8.28,11.71,1.01,0.483
73221,8.96,10.86,1.37,0.569
73224,9.84,14.79,1.69,0.768
73229,8.25,10.21,0.98,0.484
73239,8.38,17.9,0.79,0.832
73241,6.34,40.79,0.86,0.708
73244,8.63,19.1,1.06,0.651
73245,8.15,30.18,1.55,0.78
73252,10.2,39.95,0.92,1.565
73257,8.44,12.89,1.33,0.2
73258,10.49,28.41,3.01,1.564
73262,10.26,13.35,1.78,0.898
73269,7.66,20.41,0.98,0.554
73271,7.81,14.03,1.01,0.432
73293,8.98,15.64,0.96,0.691
73297,9.87,10.68,1.53,0.748
73302,8.8,22.96,0.96,0.79
73309,6.08,28.67,0.92,0.509
73310,5.88,10.32,0.85,1.274
73314,8.45,25.66,1.59,0.834
73316,8.49,15.73,1.28,0.527
73321,7.82,15.88,1.05,0.651
73330,8.55,19.01,0.74,0.669
73353,6.7,16.77,0.59,0.403
73358,8.31,11.95,1.17,0.571
73360,10.62,29.29,1.52,1.585
73362,10.17,39.27,1.5,1.318
73365,8.64,30.48,0.88,0.896
73369,5.64,19.83,0.57,0.336
73370,10.1,24.78,1.6,1.08
73372,8.71,17.94,0.9,0.66
73383,6.59,26.81,0.72,0.48
73385,8.55,10.85,1.14,0.51
73390,7.75,12.76,0.99,0.435
73408,8.13,17.48,0.9,0.667
73418,10.0,18.44,1.61,0.9
73427,9.92,33.65,1.59,1.253
73428,9.84,20.55,1.69,0.89
73434,7.88,21.07,1.18,0.594
73438,7.57,13.37,0.83,0.6
73440,6.64,29.67,0.78,0.631
73449,7.26,25.94,0.91,0.691
73457,9.49,51.26,1.76,1.372
73458,7.32,10.24,0.95,0.496
73470,9.15,85.48,1.56,1.427
73473,4.91,10.72,0.91,0.0
73480,6.72,14.89,1.06,0.553
73481,9.74,34.58,0.96,1.552
73485,7.4,12.8,0.94,0.481
73512,9.13,32.93,1.51,1.043
73513,9.1,11.03,1.51,0.644
73518,6.68,10.25,0.99,1.196
73519,9.11,12.09,1.4,0.753
73530,8.95,12.12,1.04,0.563
73532,8.72,10.52,1.26,0.536
73535,7.72,11.9,1.12,0.249
73544,8.48,13.37,1.58,0.719
73547,7.74,36.84,0.98,0.721
73555,3.49,14.91,0.57,0.956
73560,8.95,13.91,1.44,0.604
73563,8.26,12.21,1.06,0.575
73566,5.83,10.04,0.9,0.164
73577,8.76,17.74,1.18,0.724
73582,8.29,11.59,0.62,0.463
73587,6.59,10.56,1.01,0.18
73592,8.38,10.26,1.36,0.493
73593,7.01,28.29,0.93,0.599
73600,9.06,12.37,0.75,0.601
73608,6.6,10.68,0.96,0.201
73611,8.86,12.38,1.18,0.719
73614,8.33,12.73,1.19,0.435
73620,4.39,17.78,0.9,1.026
73623,7.33,24.91,0.55,0.574
73631,9.87,40.22,1.54,1.188
73633,8.98,41.07,2.11,1.145
73634,5.52,11.85,0.6,1.023
73637,6.59,17.45,0.67,0.449
73639,10.0,21.19,1.96,1.171
73650,7.77,21.34,0.94,0.613
73659,9.99,20.82,1.12,1.106
73674,7.66,21.13,1.74,0.622
73677,8.85,18.21,0.92,0.624
73686,9.98,21.77,1.76,1.209
73695,4.83,78.39,1.03,0.647
73700,7.29,14.95,0.76,0.559
73714,3.25,11.17,0.98,1.674
73715,7.68,14.26,0.63,0.475
73716,7.15,12.65,1.85,0.306
73717,7.72,28.63,1.7,0.752
73722,9.7,15.69,1.84,0.91
73725,9.71,20.3,1.26,0.911
73734,11.0,56.94,1.44,1.5
73739,9.8,11.47,1.59,0.845
73745,4.52,13.04,0.68,1.24
73754,7.18,29.47,0.93,0.573
73758,7.92,10.11,0.9,1.123
73765,7.49,21.31,0.71,0.503
73770,7.79,14.35,0.87,0.456
73772,8.67,13.27,1.29,0.591
73773,9.46,17.81,0.88,0.814
73776,5.16,12.2,0.59,0.935
73786,9.83,52.11,1.97,1.3
73787,9.5,28.11,3.08,1.21
73798,9.93,15.57,1.73,0.633
73805,9.79,15.89,1.85,0.67
73814,9.99,20.9,1.88,1.12
73815,8.18,19.12,1.11,0.656
73833,8.22,15.04,1.01,0.673
73834,7.67,10.94,0.67,0.401
73841,5.59,12.55,0.52,-0.005
73845,9.12,14.62,1.04,0.626
73846,7.56,22.04,1.96,0.596
73847,9.61,13.35,1.52,0.742
73850,6.48,31.4,1.01,0.489
73852,8.31,12.38,1.23,0.524
73859,9.1,10.19,1.21,0.551
73869,8.4,22.59,0.68,0.677
73877,7.22,10.39,1.11,0.23
73883,8.27,12.52,0.77,0.477
73893,9.42,10.3,1.54,0.633
73899,8.28,10.49,1.07,0.94
73909,5.24,12.53,0.53,0.958
73914,7.22,11.17,0.92,0.33
73927,6.13,16.69,0.84,1.04
73934,8.54,30.62,1.0,0.87
73937,5.97,10.44,0.96,-0.076
73938,8.82,10.52,1.46,0.467
73941,6.35,33.91,0.62,0.537
73956,7.91,13.16,0.68,0.43
73958,8.86,14.75,0.99,0.59
73963,10.35,13.57,1.91,0.887
73967,8.8,10.31,1.28,0.95
73983,8.11,12.25,0.84,0.49
73990,8.14,10.29,1.16,0.362
73996,4.93,50.7,0.76,0.429
74000,6.03,13.35,0.77,0.073
74001,7.63,12.7,1.19,0.903
74007,7.78,10.24,0.94,0.426
74014,8.95,12.48,1.48,0.7
74016,6.72,31.21,1.77,0.68
74028,8.63,11.14,1.39,0.592
74033,8.26,15.4,1.37,0.575
74034,11.14,13.84,1.91,1.592
74037,6.82,11.01,0.87,0.413
74045,8.72,33.97,0.69,0.952
74049,7.75,24.27,0.86,0.73
74059,7.66,16.21,1.34,0.727
74065,7.97,10.46,0.93,0.913
74067,8.0,28.29,1.04,0.598
74075,8.78,18.55,1.4,0.653
74078,8.48,13.34,1.14,0.446
74079,7.67,16.8,1.11,0.565
74088,9.18,10.53,1.55,0.57
74092,7.84,21.16,0.61,0.602
74097,8.03,14.44,0.66,0.529
74118,8.28,26.65,1.16,0.852
74126,8.84,20.18,1.25,0.662
74129,7.51,11.02,1.15,0.5
74135,8.87,24.58,0.98,0.799
74144,7.24,12.47,0.95,0.253
74145,7.47,10.92,0.89,0.353
74148,9.32,29.57,1.33,1.07
74149,7.67,10.59,1.09,0.31
74159,9.76,11.0,1.51,0.632
74161,11.68,27.53,2.06,1.417
74164,11.15,22.26,3.13,1.249
74172,8.38,14.38,1.15,0.551
74178,10.82,11.42,1.63,0.882
74182,7.07,10.83,0.98,0.344
74183,7.41,17.84,0.83,0.471
74188,7.12,12.17,1.0,1.057
74190,11.46,68.99,2.63,1.511
74203,7.22,11.55,1.16,0.483
74207,9.33,12.28,1.53,0.664
74210,8.21,12.47,1.23,0.505
74211,8.18,15.95,1.23,0.579
74217,8.68,14.17,1.07,0.655
74218,10.48,14.9,1.96,0.853
74223,9.36,11.85,0.89,0.666
74234,9.44,33.68,1.67,0.85
74235,9.07,34.14,1.36,0.77
74240,7.38,13.58,0.65,0.432
74243,9.41,26.92,1.47,0.99
74255,9.25,27.97,1.41,0.828
74258,8.91,12.91,1.2,0.587
74259,8.88,14.55,1.64,0.722
74261,10.63,39.99,2.41,1.406
74264,8.78,24.06,1.39,0.752
74267,8.34,11.0,1.01,0.596
74268,7.01,32.96,0.95,0.619
74271,7.6,32.26,1.02,0.72
74273,6.29,41.41,0.77,0.623
74286,7.26,16.92,0.8,0.458
74289,8.66,14.65,0.97,0.678
74296,5.88,10.24,0.48,-0.031
74302,7.66,10.6,1.02,0.364
74310,11.14,17.82,2.65,1.121
74326,9.08,13.75,0.82,0.651
74329,7.38,10.19,1.03,1.084
74330,8.5,14.61,0.95,0.561
74331,10.7,30.51,3.73,1.554
74335,9.34,12.44,1.28,0.677
74338,7.21,12.47,1.05,0.344
74341,8.85,13.65,1.2,0.678
74343,8.97,10.56,0.75,0.446
74344,9.86,15.69,1.96,0.756
74346,9.56,18.24,0.99,0.938
74374,9.62,22.63,1.53,1.005
74376,3.88,17.89,1.26,-0.029
74381,7.27,19.03,0.71,0.844
74384,9.36,13.27,1.2,0.77
74388,9.66,14.28,0.97,0.708
74389,7.76,25.31,1.15,0.662
74395,3.41,28.06,0.71,0.918
74396,8.58,32.76,0.95,0.86
74405,9.42,19.96,1.11,0.837
74407,9.19,12.7,0.83,0.725
74417,8.34,19.86,1.28,0.645
74422,7.85,11.59,0.71,0.406
74423,9.22,17.37,1.57,0.906
74431,8.08,10.57,1.38,0.424
74432,6.69,35.14,1.91,0.68
74438,7.55,10.7,1.4,0.475
74439,9.35,16.01,1.53,0.704
74442,8.38,14.69,1.07,0.601
74443,9.28,24.37,1.45,0.772
74464,8.01,12.11,1.17,0.699
74467,9.65,16.47,1.68,0.863
74488,6.65,12.24,0.96,0.238
74493,6.07,14.89,0.93,0.124
74500,6.47,38.98,0.98,0.691
74505,6.31,11.58,0.71,0.064
74525,9.55,14.09,1.82,0.605
74537,6.58,57.8,0.85,0.763
74540,7.76,13.78,1.16,0.929
74544,9.26,13.71,1.38,0.558
74548,8.02,18.06,1.05,0.516
74555,9.84,36.12,1.78,1.117
74566,9.42,13.8,1.42,0.768
74568,8.5,14.14,1.15,0.616
74585,8.25,10.48,1.47,0.716
74593,6.76,14.86,0.9,0.429
74596,5.28,14.4,0.65,0.062
74602,7.99,16.53,0.96,0.552
74605,5.15,39.51,0.47,0.55
74611,9.71,10.85,1.57,0.618
74651,9.21,12.2,1.6,0.547
74653,6.86,37.16,0.72,0.74
74666,3.46,27.94,0.61,0.961
74670,7.11,14.61,0.86,0.336
74672,9.68,14.82,1.58,0.752
74674,7.8,27.61,0.91,0.624
74682,10.7,28.9,2.52,1.35
74684,8.95,12.31,1.34,0.55
74685,8.7,10.44,1.28,0.504
74689,5.62,20.2,0.95,0.181
74690,6.47,16.52,0.58,0.854
74691,7.91,12.77,1.22,0.443
74696,5.96,19.32,0.76,0.21
74702,6.92,64.19,0.97,0.83
74705,8.18,10.86,1.23,0.649
74710,8.52,17.3,1.15,0.64
74713,8.27,12.43,1.01,0.62
74730,7.1,28.65,0.69,0.601
74734,7.66,23.18,1.25,0.5
74746,9.73,10.82,1.51,0.657
74757,10.01,14.17,1.75,0.701
74771,7.85,26.34,2.35,0.748
74773,8.32,14.86,1.11,0.597
74775,6.44,18.75,0.82,0.514
74781,8.57,14.52,1.18,0.572
74782,6.86,21.7,0.91,0.433
74785,2.61,20.38,0.87,-0.071
74788,8.31,10.11,1.12,0.652
74792,9.25,10.16,1.44,0.6
74815,11.08,41.21,3.88,1.366
74818,6.67,10.41,0.52,1.027
74821,7.84,20.86,0.97,0.578
74824,4.07,33.75,0.75,0.088
74825,7.31,14.27,0.9,0.36
74831,7.97,17.31,1.14,0.588
74832,7.88,12.03,1.07,0.407
74840,7.78,11.51,1.23,0.448
74842,7.28,12.05,1.06,0.947
74856,7.72,18.45,1.05,0.617
74857,4.35,10.59,1.0,1.1
74867,10.4,18.04,1.74,0.958
74868,6.86,11.49,0.73,1.022
74875,6.3,12.45,0.8,0.176
74876,6.98,13.2,0.92,0.504
74884,9.19,13.53,1.58,0.611
74888,8.77,16.52,1.21,0.725
74890,7.05,11.9,0.87,1.05
74893,6.59,26.1,1.27,0.566
74896,5.68,11.23,0.85,0.972
74899,8.61,12.33,1.07,0.774
74904,7.77,11.72,1.09,0.835
74911,4.27,11.22,0.96,-0.086
74915,6.87,11.22,0.96,0.093
74916,8.68,10.25,0.81,0.49
74930,7.11,21.07,2.35,0.497
74933,8.6,13.15,1.19,0.569
74946,2.87,17.85,0.52,0.014
74948,6.93,19.13,0.85,0.553
74951,8.69,11.14,1.13,0.451
74954,7.99,29.75,1.05,0.737
74975,5.04,40.46,0.81,0.54
74976,7.39,15.49,0.58,0.587
74981,10.25,34.86,2.02,1.26
74989,8.98,16.9,1.24,0.711
74995,10.57,159.52,2.27,1.6
75000,6.33,11.72,0.6,0.234
75004,8.3,11.05,1.1,0.45
75011,9.03,22.27,1.23,0.83
75015,8.58,13.2,0.78,0.549
75019,9.46,10.62,1.5,0.772
75021,10.18,19.94,1.79,1.118
75024,8.8,18.31,0.8,0.681
75027,7.06,15.4,0.98,0.475
75028,9.24,10.11,1.34,0.528
75029,7.72,16.52,0.8,0.503
75035,9.15,12.08,1.7,0.593
75037,7.74,10.79,0.71,0.395
75038,7.53,22.28,1.04,0.545
75039,6.9,24.81,0.59,0.51
75043,5.65,15.32,0.52,0.122
75048,7.76,12.49,0.9,0.48
75049,5.51,11.9,0.74,1.015
75053,8.65,13.09,1.24,0.524
75055,9.15,14.81,0.79,0.661
75059,8.58,20.89,1.09,0.668
75066,8.4,12.67,0.99,0.508
75069,9.24,22.43,1.4,0.8
75082,8.63,10.5,1.16,0.597
75088,8.01,11.27,1.07,0.51
75090,8.8,32.69,2.02,0.948
75092,7.11,12.24,1.09,1.029
75093,6.14,18.6,0.61,0.369
75096,7.17,14.83,0.92,0.451
75100,7.82,12.52,0.93,0.507
75101,6.34,27.08,0.84,1.062
75104,6.9,22.71,0.75,0.532
75118,6.14,18.31,1.04,0.393
75119,5.35,13.38,0.86,1.191
75122,6.77,22.47,0.89,0.44
75124,10.91,22.17,2.2,1.313
75127,5.54,12.14,0.89,1.047
75132,8.99,24.87,1.36,0.95
75134,7.37,14.7,1.0,0.491
75139,8.49,10.48,1.12,0.438
75152,7.38,16.81,0.58,0.422
75154,8.69,11.23,1.29,0.634
75158,7.45,15.95,1.27,0.475
75164,6.21,10.23,0.78,0.068
75166,8.72,17.13,1.2,0.581
75178,5.38,13.2,0.59,-0.051
75181,5.65,68.7,0.79,0.639
75185,9.24,17.69,1.93,0.847
75187,10.66,87.79,1.93,2.1
75189,8.12,12.28,1.45,0.503
75198,9.94,10.35,1.18,0.694
75201,9.46,52.95,1.55,1.31
75206,4.99,29.27,0.76,0.515
75218,9.47,17.76,0.88,0.82
75220,7.25,13.34,0.82,0.444
75236,8.42,11.03,1.05,0.708
75238,8.64,10.58,1.12,0.67
75239,9.18,10.34,1.39,0.689
75246,8.8,18.41,1.02,0.708
75249,8.45,15.15,1.22,0.712
75252,7.52,11.76,1.12,0.319
75253,7.97,45.83,1.41,0.97
75255,7.68,29.62,2.39,0.657
75266,8.28,39.35,1.37,0.992
75269,8.18,17.31,0.95,0.635
75271,8.4,11.25,1.46,0.492
75274,8.17,10.97,1.39,0.439
75277,7.16,49.67,0.92,0.804
75281,7.91,21.53,1.19,0.656
75283,8.63,12.25,1.06,0.55
75284,8.87,12.69,1.56,0.541
75303,8.04,14.46,0.98,0.526
75308,5.65,24.0,0.75,0.489
75310,8.39,15.37,1.39,0.644
75312,4.99,53.7,1.24,0.577
75317,9.14,17.18,1.47,0.782
75325,7.29,10.51,1.0,1.051
75331,7.59,15.66,0.94,1.076
75332,7.99,12.53,1.02,0.624
75337,10.45,27.21,1.6,1.44
75342,6.11,18.2,0.78,0.264
75363,7.52,35.34,1.23,0.721
75370,8.73,21.91,1.59,0.685
75379,4.92,30.9,0.99,0.453
75383,8.81,12.56,1.87,0.6
75387,10.12,21.77,1.81,0.9
75389,7.33,19.69,1.16,0.794
75390,7.57,10.05,0.73,0.963
75398,10.05,25.41,2.1,1.022
75401,9.88,21.11,2.2,0.909
75407,7.72,25.56,0.61,0.583
75411,4.31,26.96,0.65,0.309
75413,9.63,11.55,1.5,0.665
75416,10.27,26.94,3.14,1.298
75415,6.51,26.82,0.89,0.6
75431,8.6,12.27,0.72,0.647
75432,9.64,13.25,1.51,0.529
75445,8.82,13.62,1.21,0.616
75446,8.98,22.37,1.44,0.723
75448,7.17,14.77,0.95,0.448
75449,8.87,10.12,0.88,0.522
75451,9.16,12.19,1.36,0.757
75458,3.29,31.92,0.51,1.166
75473,9.66,12.46,1.73,0.521
75475,9.63,12.94,1.62,0.567
75479,6.79,16.62,0.6,0.607
75487,8.13,13.45,1.43,0.511
75488,7.89,10.58,1.05,0.377
75495,9.42,32.41,1.42,2.4
75508,7.27,12.06,0.66,0.615
75511,9.34,10.95,1.32,0.614
75521,7.11,17.26,0.89,0.427
75522,6.66,18.08,0.79,0.27
75529,8.8,15.6,0.86,0.797
75528,9.77,11.53,1.11,0.676
75535,6.26,23.95,0.94,0.618
75542,8.82,40.92,1.57,1.045
75554,8.45,10.4,1.13,0.399
75555,8.51,15.7,1.14,0.52
75559,9.24,10.07,1.33,0.554
75569,8.05,14.15,1.0,0.491
75580,7.49,11.15,1.04,0.563
75591,8.35,11.89,1.1,0.494
75595,7.16,19.2,0.61,0.516
75604,9.22,15.37,1.13,0.774
75614,9.77,11.17,1.49,0.641
75618,9.74,13.22,1.61,0.561
75623,8.66,11.4,1.53,0.583
75637,8.69,13.86,1.51,0.61
75638,7.41,12.0,0.95,0.188
75645,7.93,10.3,1.05,0.61
75653,8.01,11.57,1.08,0.544
75654,8.77,11.28,1.13,0.553
75672,9.9,38.38,1.68,1.554
75675,11.58,30.14,2.25,1.605
75676,7.48,31.1,0.71,0.676
75678,6.53,12.01,0.49,0.134
75684,8.81,10.39,1.27,0.54
75686,10.2,39.03,1.7,1.334
75692,7.61,11.46,0.71,1.091
75695,3.66,28.6,0.69,0.319
75700,9.69,11.15,0.95,0.699
75703,9.06,24.04,0.88,0.774
75710,11.07,36.0,2.53,1.61
75718,6.89,50.34,1.11,0.788
75719,9.48,14.76,1.46,0.806
75722,7.57,48.06,1.14,0.868
75728,8.04,11.88,1.67,0.742
75729,7.75,11.09,1.01,0.261
75736,6.49,15.54,0.5,0.303
75752,6.69,17.18,0.65,0.37
75753,10.88,28.77,2.31,1.378
75755,9.14,11.0,1.57,0.499
75761,5.15,26.68,0.75,0.245
75762,6.79,24.49,0.91,0.821
75767,7.64,15.2,0.93,0.47
75776,8.59,10.15,1.34,0.724
75783,6.91,23.2,0.53,0.49
75788,6.45,10.89,0.51,0.079
75794,9.36,11.55,1.45,0.646
75798,10.53,39.78,2.0,1.423
75801,9.56,12.1,1.35,0.664
75802,8.84,11.82,1.25,0.554
75809,6.57,45.32,0.57,0.665
75813,11.6,18.24,2.02,1.13
75819,7.68,18.55,1.04,0.77
75818,6.44,15.88,0.75,0.351
75829,7.3,46.05,0.69,0.803
75831,8.06,12.27,0.99,0.453
75836,8.64,11.15,1.49,0.736
75848,6.69,11.21,0.85,0.398
75852,8.42,11.72,1.15,0.535
75862,7.96,16.09,0.82,0.503
75870,6.93,14.83,0.54,0.378
75894,7.63,13.93,0.7,0.554
75922,9.0,11.77,1.49,0.61
75923,9.16,15.22,1.38,0.648
75939,6.2,13.93,1.02,0.192
75948,7.79,13.06,1.16,0.637
75971,6.57,19.73,0.92,0.38
75974,5.74,10.24,0.51,0.976
75978,10.81,23.03,2.71,1.4
76003,7.71,11.64,1.47,0.574
76006,6.39,14.47,1.04,0.529
76020,8.43,11.07,1.28,0.564
76031,7.42,19.67,2.14,0.646
76033,6.28,13.65,1.64,0.22
76035,7.7,15.07,0.77,0.743
76040,7.92,11.48,0.61,0.516
76042,10.51,31.79,1.32,1.585
76045,10.4,20.06,1.27,1.456
76046,8.41,15.11,1.11,0.624
76058,8.72,19.94,1.21,0.653
76061,7.54,18.38,0.94,0.9
76063,6.23,18.64,0.78,0.212
76074,9.31,168.52,1.42,1.524
76090,9.05,12.47,1.22,0.711
76106,5.5,14.39,0.82,0.197
76114,7.22,32.35,0.85,0.656
76121,9.82,13.35,1.9,0.721
76125,9.85,16.27,1.13,0.907
76127,4.14,10.49,0.66,-0.127
76130,8.98,14.9,1.04,0.625
76131,8.48,10.78,1.15,0.695
76133,5.5,12.06,0.72,1.092
76147,8.97,31.18,1.13,1.01
76150,8.31,10.26,1.12,0.87
76156,8.14,19.21,0.81,0.72
76178,9.02,12.09,0.92,0.548
76186,9.06,15.21,1.22,0.629
76189,8.41,17.09,1.14,0.613
76198,6.49,15.92,0.86,0.341
76200,7.96,30.19,1.08,0.717
76201,7.62,11.47,1.04,0.585
76202,11.37,34.28,1.81,1.475
76203,8.14,26.47,2.1,0.838
76219,4.61,34.54,0.78,1.0
76228,8.74,15.02,1.26,0.745
76233,6.52,39.78,0.83,0.577
76251,7.04,11.38,0.93,0.161
76256,6.98,20.77,0.75,0.793
76267,2.22,43.65,0.79,0.032
76275,8.92,19.93,2.51,0.7
76276,3.8,15.54,0.78,0.268
76277,8.23,10.3,1.11,0.573
76280,8.02,24.38,1.1,0.708
76282,10.89,26.96,2.42,1.564
76291,6.55,16.95,0.76,0.281
76292,8.63,24.36,1.21,0.829
76300,9.93,11.49,1.08,0.763
76304,8.13,12.56,1.12,0.589
76315,8.39,52.43,0.74,1.063
76327,7.44,10.09,0.88,0.478
76328,8.77,17.17,1.45,0.889
76330,8.61,33.37,0.88,0.866
76333,3.91,21.42,0.9,1.007
76338,8.18,12.7,1.17,0.642
76345,9.1,10.46,0.93,0.629
76346,8.91,12.39,1.2,0.615
76351,8.71,26.01,1.88,0.891
76363,9.03,10.69,1.4,0.565
76365,6.7,12.71,0.77,0.325
76368,7.59,12.19,1.66,0.591
76374,11.63,26.52,3.17,1.32
76375,7.65,44.93,0.73,0.946
76376,5.77,13.24,0.53,0.051
76379,8.44,10.16,1.13,0.916
76382,6.78,45.85,0.79,0.906
76384,6.7,16.77,0.59,0.329
76391,8.2,12.69,1.17,0.538
76398,7.49,19.0,0.71,0.633
76400,7.91,16.52,0.95,0.693
76407,6.51,12.49,0.67,0.334
76408,8.51,17.08,1.1,0.74
76418,9.18,10.63,1.41,0.558
76419,8.26,10.41,1.09,0.533
76424,5.93,20.4,0.81,0.354
76425,5.26,13.89,0.7,0.925
76431,7.74,12.67,1.19,0.412
76440,4.11,15.09,0.62,1.161
76446,8.38,16.5,1.81,0.67
76452,11.22,18.21,1.65,1.372
76456,6.46,27.77,0.72,0.433
76461,8.02,10.68,1.02,0.285
76466,8.7,18.82,0.93,0.798
76470,3.6,16.76,0.84,1.361
76484,8.3,12.73,1.49,0.586
76487,8.43,12.01,1.05,0.62
76521,9.58,14.89,1.7,0.904
76528,8.0,10.74,0.99,0.559
76532,5.79,11.97,1.03,1.074
76534,5.25,20.0,0.56,0.886
76540,7.72,22.35,0.67,0.58
76543,7.07,21.13,0.91,0.531
76545,7.39,12.25,1.07,0.387
76548,8.81,13.7,1.31,0.653
76550,11.23,29.21,3.31,1.228
76552,4.34,14.19,0.73,1.412
76556,8.12,13.91,0.71,0.574
76568,5.76,27.98,0.55,0.353
76569,5.82,11.17,0.9,1.077
76575,9.63,14.61,1.44,0.863
76582,6.65,19.03,0.98,0.448
76590,8.67,12.58,1.34,0.473
76602,6.56,44.21,4.72,0.52
76603,6.45,40.19,3.62,0.505
76604,7.45,16.98,0.59,0.455
76615,7.97,10.38,1.14,0.454
76621,8.75,12.07,1.27,0.521
76626,9.09,20.17,1.32,0.854
76629,8.14,25.15,1.09,0.817
76635,7.5,18.14,0.88,0.548
76638,8.54,13.22,1.23,0.518
76639,8.16,11.04,1.22,0.545
76641,8.65,12.63,0.81,0.658
76650,9.74,20.58,1.56,0.976
76666,6.33,10.67,0.89,0.023
76670,9.3,12.38,1.51,0.513
76674,8.99,20.65,1.3,0.729
76675,8.74,13.61,1.16,0.563
76676,8.05,14.11,1.15,0.536
76700,8.14,13.56,1.12,0.515
76701,8.63,24.63,1.48,0.686
76705,4.66,13.32,0.81,0.964
76710,8.4,16.58,1.07,0.581
76713,9.48,19.69,1.85,0.922
76716,5.95,32.34,0.76,0.505
76726,10.2,13.67,1.92,0.781
76736,6.45,12.94,0.62,0.077
76745,7.54,13.86,0.66,0.451
76747,9.52,21.14,1.38,0.903
76748,7.78,16.16,0.66,0.493
76752,7.16,14.02,0.74,0.325
76751,8.11,15.44,1.23,0.7
76757,8.69,13.71,0.72,0.605
76758,9.69,21.03,2.11,0.879
76772,9.5,16.27,1.44,0.646
76779,8.92,63.56,1.36,1.296
76780,8.39,11.7,1.16,0.49
76782,7.96,10.54,1.15,0.408
76786,9.45,12.54,0.8,0.65
76793,8.83,35.44,1.78,0.973
76797,7.58,10.08,1.02,0.293
76799,6.88,11.55,0.8,0.183
76804,7.96,17.93,0.95,0.623
76814,8.23,13.52,0.74,0.433
76829,4.64,57.09,0.72,0.413
76832,12.22,76.57,2.27,1.65
76834,8.03,12.18,1.21,0.45
76837,8.5,18.07,1.93,0.733
76843,6.98,13.43,0.71,0.351
76852,4.51,16.97,0.77,0.062
76853,8.63,10.93,0.81,0.536
76866,5.34,14.28,0.84,0.033
76867,8.62,17.0,0.81,0.63
76875,8.37,10.36,1.29,0.397
76878,5.8,18.78,0.82,0.207
76882,8.27,10.24,0.84,0.593
76899,8.27,15.47,1.25,0.656
76906,7.33,12.79,0.88,0.582
76907,9.06,15.67,1.24,0.775
76910,7.69,10.98,1.07,0.417
76911,8.57,19.19,1.13,0.663
76912,10.03,20.77,2.28,1.092
76915,9.12,16.62,1.33,0.656
76916,8.23,10.09,1.11,0.558
76917,8.81,15.23,1.77,0.84
76926,7.89,15.18,1.09,0.45
76929,10.3,14.66,1.29,0.775
76931,9.77,14.31,1.58,0.677
76939,5.23,12.04,0.78,0.987
76941,10.89,17.86,1.97,1.3
76952,3.81,22.48,0.67,0.02
76953,9.52,10.45,1.39,0.768
76954,7.05,15.23,1.42,0.519
76957,5.48,10.3,0.5,-0.042
76963,7.41,18.1,0.98,0.602
76965,8.32,15.08,1.12,0.574
76976,7.2,17.44,0.97,0.484
76982,6.64,18.56,0.88,0.543
76984,8.5,12.02,1.23,0.684
76990,8.72,27.3,2.64,0.985
76993,7.26,13.69,0.78,0.455
76996,5.57,15.02,0.51,0.118
76997,8.52,12.17,1.38,0.475
76998,9.9,21.47,1.58,1.11
77000,9.0,12.03,1.53,0.582
77019,7.77,17.45,0.99,0.498
77021,7.22,14.84,0.81,0.521
77033,7.67,13.28,0.92,0.389
77048,5.57,13.11,0.58,1.076
77052,5.86,68.16,0.87,0.684
77059,6.62,12.7,0.88,0.962
77060,5.41,22.21,0.86,0.238
77061,8.3,12.59,0.76,0.82
77067,6.83,10.4,0.91,0.353
77070,2.63,44.54,0.71,1.167
77083,8.2,21.23,1.56,0.655
77084,7.36,23.74,0.65,0.624
77088,8.17,10.29,0.89,0.684
77089,8.46,10.8,1.15,0.388
77094,7.26,16.9,0.97,0.415
77098,7.53,34.12,1.62,0.611
77108,8.14,10.81,0.99,0.43
77109,8.05,13.6,0.65,0.498
77110,7.36,15.03,0.61,0.381
77111,6.15,10.16,0.79,0.002
77120,10.14,17.56,1.99,0.896
77122,8.95,11.53,0.78,0.58
77126,10.12,10.96,1.34,0.96
77129,7.49,16.98,0.99,0.451
77138,6.41,10.15,0.95,0.163
77141,10.17,19.16,1.36,1.147
77149,7.09,14.85,0.84,0.401
77152,8.06,20.85,1.04,0.612
77158,8.87,26.13,1.21,0.763
77159,8.03,14.66,1.13,0.661
77179,9.24,21.11,1.32,0.814
77184,10.07,14.86,1.94,0.77
77189,8.41,10.37,1.07,0.499
77199,9.37,24.44,1.39,1.041
77203,7.67,13.53,1.06,0.478
77208,9.28,11.21,1.51,0.491
77210,9.15,20.73,1.36,0.834
77226,9.55,16.19,1.75,0.711
77233,3.65,21.31,0.86,0.073
77235,6.49,14.69,1.68,0.332
77244,7.93,13.67,1.11,0.685
77247,7.64,12.69,1.13,0.695
77252,7.56,12.41,1.33,0.495
77257,4.42,85.08,0.8,0.604
77262,9.43,17.5,1.45,0.841
77263,8.76,17.63,1.05,0.838
77268,10.63,39.78,2.62,1.309
77275,7.78,12.79,0.63,1.055
